Furniture_Type,Material,Condition,Age_Years,Original_Price_INR,Brand,Location_Type,Selling_Price_INR
Cabinet,Glass,Excellent,5,53138,Urban Ladder,Semi-Urban,58912
Desk,Plastic,Excellent,1,12443,Nilkamal,Semi-Urban,20241
Chair,Metal,Good,3,72969,Nilkamal,Urban,30183
Table,Glass,Excellent,0,3990,IKEA,Urban,2076
Desk,Wood,Good,14,74092,IKEA,Rural,16529
Chair,Fabric,Good,6,64336,Godrej,Urban,61726
Cabinet,Wood,Excellent,7,32097,Godrej,Rural,41568
Desk,Metal,Poor,9,73245,Nilkamal,Semi-Urban,59434
Cabinet,Metal,Average,1,22186,Nilkamal,Rural,3167
Chair,Wood,Poor,9,54356,IKEA,Urban,2798
Cabinet,Metal,Good,14,87744,Local,Semi-Urban,24876
Table,Glass,Average,4,15922,Local,Semi-Urban,48402
Chair,Metal,Poor,10,33766,IKEA,Rural,64792
Chair,Fabric,Excellent,7,22787,Godrej,Rural,40099
Chair,Glass,Poor,10,25537,Godrej,Urban,14400
Sofa,Plastic,Average,7,78919,Local,Semi-Urban,69299
Sofa,Metal,Average,14,56034,Nilkamal,Rural,38131
Sofa,Metal,Average,4,48542,IKEA,Semi-Urban,8900
Table,Fabric,Average,7,6207,Nilkamal,Urban,66504
Desk,Fabric,Poor,13,31234,Godrej,Semi-Urban,30320
Cabinet,Wood,Excellent,5,33568,Local,Rural,24364
Wardrobe,Wood,Excellent,14,71633,Nilkamal,Urban,37795
Chair,Wood,Average,14,87558,Godrej,Urban,7098
Cabinet,Fabric,Excellent,4,57703,Godrej,Semi-Urban,40918
Chair,Wood,Poor,12,55623,Godrej,Rural,37286
Table,Wood,Excellent,13,56454,Nilkamal,Semi-Urban,10896
Chair,Plastic,Good,10,84504,Urban Ladder,Semi-Urban,33225
Sofa,Wood,Excellent,3,79685,Local,Semi-Urban,23799
Wardrobe,Metal,Average,4,63631,Godrej,Rural,50098
Bed,Fabric,Excellent,11,78253,Nilkamal,Semi-Urban,44711
Chair,Glass,Excellent,3,19642,IKEA,Semi-Urban,22443
Cabinet,Plastic,Excellent,0,82176,Local,Urban,51625
Sofa,Fabric,Excellent,2,85373,IKEA,Urban,14114
Bed,Fabric,Good,7,11990,IKEA,Urban,54660
Wardrobe,Metal,Poor,6,56622,Nilkamal,Rural,9726
Bed,Wood,Average,11,54663,Urban Ladder,Semi-Urban,40265
Sofa,Metal,Average,14,7170,Nilkamal,Semi-Urban,49843
Desk,Wood,Excellent,6,27817,Nilkamal,Urban,9692
Desk,Wood,Poor,10,8136,Local,Semi-Urban,58537
Bed,Fabric,Excellent,2,4712,Nilkamal,Rural,36783
Table,Wood,Good,8,76687,Local,Semi-Urban,61494
Cabinet,Plastic,Poor,14,55479,Godrej,Urban,40031
Cabinet,Plastic,Poor,5,13473,Local,Rural,7900
Bed,Plastic,Poor,7,83839,Nilkamal,Semi-Urban,19824
Chair,Fabric,Poor,7,88031,Godrej,Semi-Urban,8510
Chair,Metal,Excellent,2,24625,Godrej,Semi-Urban,55341
Cabinet,Glass,Good,3,16761,Urban Ladder,Rural,40783
Cabinet,Wood,Poor,13,77454,Nilkamal,Semi-Urban,41304
Desk,Glass,Average,5,4821,IKEA,Urban,21775
Table,Metal,Average,1,51646,Nilkamal,Urban,54745
Sofa,Metal,Good,11,39200,IKEA,Urban,28633
Chair,Fabric,Average,11,86889,Urban Ladder,Urban,27952
Cabinet,Plastic,Excellent,10,51250,Nilkamal,Rural,5163
Desk,Plastic,Excellent,11,87304,Urban Ladder,Urban,62739
Wardrobe,Metal,Good,6,39447,IKEA,Urban,6581
Desk,Fabric,Poor,1,32184,Local,Urban,47524
Chair,Fabric,Average,10,52754,Nilkamal,Rural,45874
Chair,Wood,Average,4,19811,Godrej,Rural,35229
Desk,Plastic,Good,11,29595,Godrej,Semi-Urban,21465
Sofa,Metal,Good,3,20757,Urban Ladder,Urban,14218
Bed,Glass,Average,8,14954,Local,Semi-Urban,61333
Chair,Plastic,Poor,12,64349,Godrej,Rural,50472
Desk,Wood,Good,12,40930,Godrej,Semi-Urban,62675
Cabinet,Fabric,Excellent,14,6811,Nilkamal,Rural,29608
Desk,Metal,Average,1,33368,Godrej,Semi-Urban,33838
Table,Plastic,Good,6,35719,IKEA,Urban,69348
Bed,Glass,Good,12,11637,Urban Ladder,Rural,24542
Wardrobe,Wood,Good,6,15133,Godrej,Rural,69528
Sofa,Wood,Average,6,49986,Nilkamal,Rural,3770
Wardrobe,Plastic,Excellent,0,31871,IKEA,Urban,32981
Bed,Glass,Excellent,7,44472,Godrej,Urban,63746
Bed,Wood,Average,1,61333,Urban Ladder,Rural,9960
Bed,Metal,Good,14,58508,Urban Ladder,Rural,28774
Wardrobe,Wood,Average,14,4401,Urban Ladder,Urban,24068
Cabinet,Glass,Average,4,13004,Godrej,Urban,45862
Bed,Fabric,Good,1,38301,IKEA,Urban,21961
Desk,Fabric,Average,12,8901,Local,Urban,6794
Wardrobe,Plastic,Poor,4,72621,Urban Ladder,Urban,25500
Bed,Glass,Excellent,6,70751,IKEA,Urban,18686
Desk,Wood,Poor,5,51809,Nilkamal,Semi-Urban,68339
Cabinet,Wood,Poor,12,84299,Nilkamal,Urban,41275
Table,Fabric,Poor,14,61171,IKEA,Urban,12620
Cabinet,Fabric,Average,11,70720,Nilkamal,Rural,16175
Bed,Metal,Good,4,67744,Nilkamal,Rural,64168
Wardrobe,Fabric,Average,3,13354,Urban Ladder,Semi-Urban,59586
Chair,Metal,Excellent,7,61860,Godrej,Urban,32479
Bed,Wood,Average,10,12504,Godrej,Rural,4558
Chair,Metal,Average,13,57320,Godrej,Rural,3349
Desk,Metal,Average,7,6523,Godrej,Semi-Urban,25700
Table,Plastic,Average,0,77243,IKEA,Urban,27871
Sofa,Fabric,Poor,9,89703,Urban Ladder,Rural,26971
Cabinet,Metal,Good,1,36787,IKEA,Urban,26556
Table,Wood,Excellent,2,26982,Nilkamal,Semi-Urban,5537
Bed,Glass,Excellent,12,4049,Urban Ladder,Semi-Urban,41212
Chair,Metal,Excellent,0,16381,Local,Urban,45154
Cabinet,Fabric,Average,10,70876,Godrej,Semi-Urban,62654
Chair,Plastic,Excellent,2,51390,Nilkamal,Rural,11666
Wardrobe,Wood,Poor,9,15061,Godrej,Semi-Urban,64340
Chair,Plastic,Good,11,74241,Godrej,Semi-Urban,56347
Wardrobe,Glass,Average,7,53296,Godrej,Urban,42836
Desk,Metal,Average,3,27014,Local,Rural,24710
Cabinet,Metal,Poor,12,67535,Nilkamal,Urban,34526
Cabinet,Fabric,Excellent,12,68191,Godrej,Urban,3919
Sofa,Metal,Average,6,54576,Godrej,Urban,64665
Bed,Wood,Average,6,31147,Urban Ladder,Semi-Urban,49590
Wardrobe,Glass,Poor,10,71020,Godrej,Semi-Urban,24859
Sofa,Plastic,Poor,4,59148,Urban Ladder,Urban,45476
Chair,Glass,Excellent,11,4745,Nilkamal,Semi-Urban,65580
Chair,Metal,Good,0,25148,Nilkamal,Semi-Urban,52804
Sofa,Plastic,Good,9,19216,Nilkamal,Urban,27525
Cabinet,Fabric,Excellent,3,44929,Urban Ladder,Rural,21001
Chair,Glass,Good,6,65637,Local,Rural,3814
Desk,Plastic,Poor,13,62991,Local,Semi-Urban,3057
Desk,Plastic,Poor,4,25012,Godrej,Rural,50144
Sofa,Plastic,Poor,1,69313,Nilkamal,Rural,9514
Wardrobe,Wood,Good,13,12525,IKEA,Semi-Urban,52979
Wardrobe,Glass,Good,7,46348,Godrej,Rural,30696
Sofa,Plastic,Average,1,63447,Local,Semi-Urban,28987
Wardrobe,Glass,Average,10,71650,Local,Urban,56053
Cabinet,Plastic,Average,7,89030,Nilkamal,Rural,28040
Cabinet,Fabric,Good,12,69881,Urban Ladder,Urban,15946
Wardrobe,Fabric,Average,10,5041,Godrej,Urban,25892
Desk,Fabric,Poor,1,82866,Urban Ladder,Semi-Urban,13421
Wardrobe,Metal,Good,10,81734,Local,Rural,26980
Cabinet,Plastic,Excellent,4,54826,Nilkamal,Rural,7059
Table,Metal,Good,3,78283,Local,Rural,21083
Bed,Glass,Average,0,20073,Nilkamal,Rural,36609
Chair,Metal,Good,13,31028,IKEA,Semi-Urban,14960
Table,Glass,Average,11,26440,Urban Ladder,Urban,21282
Wardrobe,Glass,Average,7,35887,Godrej,Rural,53503
Desk,Glass,Excellent,9,41937,Nilkamal,Rural,18267
Sofa,Metal,Excellent,11,68045,IKEA,Semi-Urban,45271
Wardrobe,Plastic,Poor,2,64503,IKEA,Rural,15258
Desk,Metal,Average,12,80782,Urban Ladder,Rural,31013
Bed,Plastic,Good,3,30428,Nilkamal,Urban,64556
Wardrobe,Plastic,Excellent,3,4613,Godrej,Rural,51671
Cabinet,Glass,Excellent,4,51343,Godrej,Rural,25884
Sofa,Metal,Average,2,76159,Godrej,Urban,18089
Desk,Plastic,Good,8,63127,Local,Rural,13484
Desk,Fabric,Excellent,3,55088,Local,Urban,17947
Desk,Plastic,Excellent,13,74195,Nilkamal,Semi-Urban,21060
Bed,Fabric,Good,9,48023,Godrej,Urban,5823
Wardrobe,Metal,Excellent,14,32653,IKEA,Urban,5523
Bed,Metal,Good,10,80616,Godrej,Rural,18278
Chair,Metal,Average,10,80512,Nilkamal,Rural,45240
Chair,Plastic,Excellent,3,18718,Godrej,Rural,68895
Wardrobe,Wood,Average,5,77877,Urban Ladder,Rural,48253
Cabinet,Plastic,Good,14,57219,Godrej,Urban,7941
Bed,Plastic,Average,7,56954,IKEA,Semi-Urban,18904
Sofa,Glass,Average,12,19296,Nilkamal,Rural,57556
Desk,Glass,Average,6,29285,Nilkamal,Urban,9247
Desk,Plastic,Poor,3,55310,IKEA,Semi-Urban,30724
Wardrobe,Fabric,Good,3,17134,Nilkamal,Semi-Urban,7017
Cabinet,Glass,Good,4,56642,Godrej,Semi-Urban,15071
Chair,Plastic,Good,9,3455,Nilkamal,Urban,45229
Chair,Wood,Good,4,76179,Godrej,Rural,50984
Desk,Fabric,Good,11,73156,Nilkamal,Urban,55077
Wardrobe,Metal,Excellent,0,11867,Godrej,Rural,12649
Bed,Plastic,Excellent,12,28577,Godrej,Semi-Urban,27364
Chair,Plastic,Excellent,7,31647,IKEA,Semi-Urban,11910
Bed,Fabric,Average,9,51894,IKEA,Urban,41327
Cabinet,Glass,Average,12,73635,Local,Semi-Urban,28124
Chair,Glass,Good,4,16887,IKEA,Urban,51527
Chair,Glass,Poor,2,46314,Godrej,Rural,23724
Table,Metal,Good,2,51203,Godrej,Semi-Urban,69324
Chair,Fabric,Excellent,3,3059,Nilkamal,Rural,13548
Sofa,Fabric,Good,11,15673,Nilkamal,Semi-Urban,13744
Wardrobe,Glass,Average,6,58351,Local,Rural,22580
Wardrobe,Glass,Good,4,74067,Godrej,Semi-Urban,31510
Bed,Wood,Excellent,0,71300,Local,Rural,24500
Cabinet,Wood,Good,13,4794,Godrej,Semi-Urban,62248
Chair,Plastic,Average,11,13721,IKEA,Urban,23464
Sofa,Plastic,Poor,12,62286,Nilkamal,Rural,18962
Bed,Fabric,Excellent,4,8686,Local,Rural,57870
Table,Fabric,Good,13,50443,Urban Ladder,Urban,19239
Bed,Metal,Average,4,67263,Godrej,Urban,42454
Bed,Metal,Excellent,5,65722,IKEA,Urban,42729
Chair,Wood,Excellent,13,55573,Urban Ladder,Semi-Urban,43048
Table,Plastic,Average,6,15888,IKEA,Urban,27228
Bed,Wood,Good,4,42348,IKEA,Semi-Urban,66516
Sofa,Wood,Good,14,16533,Godrej,Semi-Urban,54090
Sofa,Plastic,Good,12,24916,IKEA,Urban,12277
Wardrobe,Metal,Excellent,10,64422,Local,Urban,13507
Table,Plastic,Poor,13,53525,Urban Ladder,Semi-Urban,38948
Table,Glass,Excellent,1,6553,IKEA,Rural,45070
Wardrobe,Glass,Good,13,11144,IKEA,Rural,45742
Bed,Glass,Excellent,1,62931,Nilkamal,Urban,14098
Table,Fabric,Poor,12,66712,Nilkamal,Rural,46744
Sofa,Metal,Excellent,3,8437,Local,Semi-Urban,68777
Sofa,Metal,Average,0,35518,Nilkamal,Rural,46045
Chair,Fabric,Good,6,26830,IKEA,Semi-Urban,21708
Table,Wood,Good,12,77285,IKEA,Urban,48247
Bed,Glass,Good,0,49553,Urban Ladder,Urban,22951
Wardrobe,Glass,Excellent,2,8915,Nilkamal,Rural,46104
Wardrobe,Wood,Excellent,9,31695,Godrej,Urban,26435
Bed,Plastic,Excellent,6,78270,Nilkamal,Urban,65155
Cabinet,Plastic,Good,10,17703,IKEA,Semi-Urban,60653
Desk,Metal,Excellent,11,24478,Urban Ladder,Semi-Urban,30569
Chair,Fabric,Good,11,70918,Nilkamal,Semi-Urban,22516
Wardrobe,Metal,Excellent,5,33128,Urban Ladder,Semi-Urban,11071
Table,Plastic,Good,14,56250,Nilkamal,Urban,67083
Chair,Wood,Average,14,40126,Local,Semi-Urban,11147
Table,Metal,Excellent,6,49799,IKEA,Semi-Urban,3788
Cabinet,Glass,Good,4,61248,IKEA,Semi-Urban,41316
Sofa,Glass,Average,7,35907,Godrej,Rural,35477
Chair,Wood,Average,5,10644,IKEA,Semi-Urban,47516
Wardrobe,Plastic,Poor,11,37583,Godrej,Urban,44482
Chair,Glass,Excellent,3,57560,IKEA,Urban,27156
Chair,Glass,Good,13,18185,Nilkamal,Semi-Urban,42313
Chair,Fabric,Poor,10,44988,Nilkamal,Rural,33523
Desk,Metal,Excellent,0,13446,Local,Rural,27779
Chair,Plastic,Average,1,26162,Nilkamal,Rural,47402
Table,Metal,Excellent,11,17150,Urban Ladder,Rural,15569
Sofa,Plastic,Good,5,44304,Nilkamal,Semi-Urban,68573
Cabinet,Glass,Average,3,39003,Godrej,Semi-Urban,56721
Bed,Fabric,Poor,2,54746,Local,Urban,50443
Chair,Metal,Excellent,6,69923,Urban Ladder,Urban,60169
Wardrobe,Glass,Excellent,6,80745,Urban Ladder,Rural,66964
Chair,Plastic,Poor,1,3983,IKEA,Rural,47674
Wardrobe,Metal,Excellent,7,50114,Godrej,Urban,67191
Table,Metal,Excellent,14,54274,Nilkamal,Urban,39152
Wardrobe,Glass,Excellent,14,22378,Nilkamal,Rural,66866
Bed,Metal,Average,10,10548,IKEA,Urban,9477
Sofa,Fabric,Average,0,42621,Nilkamal,Rural,40424
Wardrobe,Fabric,Good,10,69311,Urban Ladder,Semi-Urban,23304
Wardrobe,Glass,Excellent,9,89901,Nilkamal,Rural,30353
Sofa,Plastic,Good,6,24531,Nilkamal,Semi-Urban,32110
Bed,Glass,Average,9,20870,Urban Ladder,Semi-Urban,6774
Chair,Fabric,Excellent,11,52547,Godrej,Semi-Urban,61823
Wardrobe,Wood,Good,0,48738,Godrej,Urban,38946
Sofa,Wood,Excellent,12,70537,Urban Ladder,Urban,65874
Table,Metal,Excellent,11,17756,Urban Ladder,Rural,62511
Sofa,Metal,Poor,14,60707,Local,Semi-Urban,23923
Table,Wood,Good,13,43830,Local,Rural,17463
Bed,Fabric,Average,2,13046,Nilkamal,Semi-Urban,3199
Chair,Metal,Good,2,26652,Nilkamal,Semi-Urban,24718
Sofa,Glass,Good,9,58029,Local,Rural,62460
Cabinet,Glass,Good,13,39956,Nilkamal,Rural,28176
Cabinet,Fabric,Poor,1,16886,Godrej,Rural,26789
Desk,Metal,Excellent,13,89281,Godrej,Rural,52737
Wardrobe,Glass,Average,9,34823,IKEA,Urban,59268
Bed,Metal,Poor,12,41948,Local,Semi-Urban,51680
Sofa,Metal,Average,4,16322,Godrej,Semi-Urban,34958
Cabinet,Glass,Poor,3,76330,IKEA,Urban,9398
Wardrobe,Wood,Excellent,12,9162,Urban Ladder,Semi-Urban,58615
Cabinet,Glass,Average,5,85293,Godrej,Urban,37847
Sofa,Fabric,Good,1,8905,IKEA,Semi-Urban,56044
Table,Plastic,Poor,13,60483,Nilkamal,Urban,60622
Sofa,Glass,Average,3,41457,IKEA,Urban,1540
Desk,Metal,Excellent,11,87940,Godrej,Semi-Urban,59142
Sofa,Metal,Average,6,18380,Nilkamal,Semi-Urban,46764
Sofa,Glass,Poor,0,18508,Nilkamal,Semi-Urban,67914
Desk,Plastic,Excellent,12,22676,IKEA,Rural,31883
Bed,Glass,Good,10,75433,IKEA,Semi-Urban,58055
Sofa,Plastic,Poor,2,4564,Godrej,Semi-Urban,65502
Desk,Plastic,Poor,0,16870,Nilkamal,Semi-Urban,59226
Wardrobe,Fabric,Excellent,1,17219,Local,Rural,68486
Table,Metal,Poor,8,84977,IKEA,Semi-Urban,56025
Table,Metal,Average,9,22880,Local,Urban,53247
Sofa,Plastic,Good,4,13379,Local,Urban,12227
Bed,Metal,Average,12,57294,Nilkamal,Rural,55561
Bed,Wood,Excellent,3,5948,Godrej,Rural,43479
Wardrobe,Plastic,Poor,11,38902,Local,Rural,56193
Sofa,Metal,Good,3,86507,Godrej,Rural,54473
Table,Wood,Excellent,7,11969,IKEA,Rural,46989
Bed,Fabric,Average,11,65805,Nilkamal,Semi-Urban,68863
Sofa,Metal,Poor,2,23646,Urban Ladder,Urban,49586
Cabinet,Wood,Poor,14,63566,Nilkamal,Urban,43079
Bed,Glass,Excellent,11,58818,Urban Ladder,Semi-Urban,2188
Desk,Glass,Average,11,66451,IKEA,Rural,11804
Cabinet,Wood,Poor,3,6678,Godrej,Semi-Urban,14362
Bed,Plastic,Average,1,71879,IKEA,Rural,52953
Table,Plastic,Good,5,7014,Nilkamal,Urban,56300
Chair,Metal,Poor,11,8107,Urban Ladder,Urban,32769
Cabinet,Glass,Good,8,40423,Urban Ladder,Rural,48373
Wardrobe,Plastic,Poor,11,35332,Nilkamal,Semi-Urban,46830
Wardrobe,Plastic,Excellent,3,37010,Nilkamal,Rural,47094
Table,Glass,Poor,10,5661,IKEA,Rural,10965
Bed,Fabric,Poor,5,7798,Local,Urban,58127
Sofa,Plastic,Average,3,69076,Urban Ladder,Rural,6205
Bed,Wood,Average,13,25329,Nilkamal,Semi-Urban,52891
Table,Metal,Good,1,59060,IKEA,Rural,34965
Wardrobe,Plastic,Good,12,28850,Local,Urban,3566
Bed,Plastic,Good,13,87705,Godrej,Semi-Urban,38942
Wardrobe,Fabric,Poor,5,6157,Nilkamal,Semi-Urban,61921
Cabinet,Wood,Poor,11,40485,Local,Urban,31945
Sofa,Metal,Good,6,8336,Godrej,Urban,38081
Cabinet,Plastic,Excellent,3,75701,Godrej,Rural,36420
Wardrobe,Metal,Excellent,11,45280,IKEA,Urban,30003
Wardrobe,Glass,Poor,10,55145,Urban Ladder,Urban,41957
Chair,Plastic,Excellent,6,82290,Nilkamal,Urban,45291
Chair,Plastic,Excellent,12,8209,Local,Urban,49906
Cabinet,Glass,Good,10,64402,Godrej,Semi-Urban,28426
Desk,Fabric,Excellent,7,83026,Urban Ladder,Semi-Urban,56439
Cabinet,Plastic,Excellent,10,10645,Godrej,Semi-Urban,54293
Chair,Metal,Poor,2,41508,Nilkamal,Urban,28765
Wardrobe,Wood,Poor,14,60822,Nilkamal,Rural,1673
Table,Metal,Poor,1,9018,IKEA,Rural,15889
Cabinet,Fabric,Excellent,4,53908,Nilkamal,Rural,60294
Wardrobe,Wood,Good,1,29374,Nilkamal,Rural,7335
Table,Metal,Average,9,8713,Nilkamal,Semi-Urban,28562
Table,Metal,Poor,4,87498,Urban Ladder,Rural,18665
Chair,Glass,Poor,9,4026,Local,Semi-Urban,26247
Cabinet,Fabric,Poor,14,73009,Local,Rural,32769
Bed,Glass,Good,12,73203,Nilkamal,Rural,13461
Sofa,Wood,Average,5,54106,Local,Semi-Urban,36127
Chair,Glass,Average,7,85506,Nilkamal,Semi-Urban,60194
Chair,Fabric,Poor,5,84477,Local,Rural,5419
Bed,Plastic,Excellent,3,36452,Local,Urban,34816
Sofa,Plastic,Poor,2,6268,Godrej,Rural,55712
Wardrobe,Wood,Poor,13,83729,Urban Ladder,Rural,62482
Desk,Plastic,Excellent,13,3658,Godrej,Rural,1666
Cabinet,Glass,Excellent,1,37064,Godrej,Semi-Urban,13452
Desk,Wood,Poor,12,37293,Local,Rural,20284
Wardrobe,Fabric,Good,0,46042,IKEA,Urban,32922
Chair,Wood,Good,1,10792,IKEA,Rural,44107
Sofa,Wood,Excellent,1,9604,Urban Ladder,Urban,62589
Chair,Metal,Poor,14,50821,Nilkamal,Urban,69657
Table,Metal,Good,4,41557,Local,Urban,64464
Chair,Wood,Poor,8,10420,Urban Ladder,Rural,37669
Chair,Plastic,Poor,0,41521,Godrej,Semi-Urban,16793
Wardrobe,Metal,Poor,3,64951,Local,Semi-Urban,2042
Wardrobe,Fabric,Good,9,26018,Godrej,Rural,31746
Wardrobe,Glass,Average,6,66076,Urban Ladder,Rural,46044
Desk,Metal,Poor,10,8108,IKEA,Urban,29750
Table,Wood,Good,13,73783,Urban Ladder,Rural,26001
Wardrobe,Plastic,Average,9,76937,Local,Semi-Urban,56994
Sofa,Glass,Excellent,2,20007,Local,Rural,65836
Desk,Metal,Good,7,12997,Nilkamal,Rural,7810
Bed,Plastic,Average,2,8261,IKEA,Rural,38748
Sofa,Plastic,Good,7,72804,Local,Urban,15366
Cabinet,Plastic,Average,12,74520,IKEA,Rural,20118
Cabinet,Wood,Average,1,23926,Local,Rural,52265
Sofa,Fabric,Good,4,68546,IKEA,Rural,50410
Wardrobe,Plastic,Excellent,3,20144,Urban Ladder,Semi-Urban,18441
Bed,Glass,Poor,10,28903,IKEA,Urban,48098
Bed,Metal,Average,8,4177,Godrej,Urban,15493
Desk,Glass,Poor,2,63952,Urban Ladder,Semi-Urban,30286
Bed,Wood,Excellent,11,12168,Local,Urban,41698
Cabinet,Wood,Poor,10,5389,Local,Semi-Urban,56714
Table,Glass,Poor,4,9364,Nilkamal,Urban,61865
Wardrobe,Fabric,Good,9,30033,Godrej,Urban,68846
Bed,Wood,Good,8,51545,Nilkamal,Urban,20240
Desk,Wood,Excellent,12,14865,Urban Ladder,Rural,48437
Cabinet,Glass,Good,5,21936,Nilkamal,Urban,54717
Table,Wood,Average,1,80863,Urban Ladder,Rural,30877
Chair,Fabric,Excellent,0,6741,Nilkamal,Rural,33564
Chair,Fabric,Good,11,6839,IKEA,Rural,29515
Table,Fabric,Good,10,22139,Urban Ladder,Semi-Urban,54158
Cabinet,Metal,Excellent,0,49905,Urban Ladder,Urban,55039
Desk,Fabric,Average,6,55749,IKEA,Urban,15136
Table,Fabric,Excellent,13,28036,IKEA,Urban,51804
Wardrobe,Metal,Good,11,48272,Godrej,Rural,48228
Wardrobe,Plastic,Good,1,4740,IKEA,Urban,4074
Chair,Wood,Excellent,6,87044,Nilkamal,Rural,32037
Bed,Fabric,Average,0,61788,IKEA,Rural,53952
Desk,Wood,Average,3,34611,IKEA,Rural,41215
Chair,Glass,Poor,9,73827,Urban Ladder,Rural,41169
Bed,Wood,Average,14,34109,Urban Ladder,Urban,1834
Bed,Metal,Excellent,14,22481,IKEA,Rural,14686
Wardrobe,Wood,Average,12,8247,Godrej,Semi-Urban,63598
Cabinet,Wood,Average,10,56621,Urban Ladder,Semi-Urban,48132
Sofa,Wood,Poor,3,24383,Nilkamal,Semi-Urban,24320
Cabinet,Plastic,Average,14,67535,Nilkamal,Rural,46998
Sofa,Plastic,Poor,4,28319,IKEA,Urban,68766
Table,Glass,Poor,13,42334,IKEA,Urban,39523
Wardrobe,Metal,Average,13,26728,Godrej,Rural,2411
Bed,Wood,Good,9,33442,IKEA,Rural,33251
Desk,Wood,Excellent,14,89846,Local,Rural,31127
Sofa,Wood,Excellent,14,45521,Local,Semi-Urban,49383
Cabinet,Wood,Average,0,67777,IKEA,Rural,29580
Bed,Plastic,Excellent,6,89988,Local,Rural,58839
Sofa,Glass,Excellent,10,15137,Nilkamal,Urban,46340
Sofa,Fabric,Poor,1,46636,IKEA,Urban,48408
Sofa,Metal,Good,11,17905,Nilkamal,Semi-Urban,52667
Desk,Wood,Excellent,14,33024,Nilkamal,Semi-Urban,37927
Wardrobe,Glass,Good,10,67966,Local,Semi-Urban,21981
Desk,Fabric,Excellent,14,20702,Godrej,Semi-Urban,17493
Chair,Glass,Good,12,19505,Nilkamal,Rural,25953
Bed,Plastic,Good,10,72790,Local,Rural,62100
Wardrobe,Fabric,Excellent,12,64071,Godrej,Semi-Urban,34283
Wardrobe,Glass,Poor,1,11498,Local,Semi-Urban,38642
Wardrobe,Plastic,Good,7,80710,Local,Urban,56122
Cabinet,Glass,Good,14,61456,IKEA,Urban,52228
Wardrobe,Glass,Excellent,8,32733,Urban Ladder,Urban,34169
Desk,Fabric,Good,5,70432,Godrej,Semi-Urban,14750
Wardrobe,Plastic,Good,10,60158,Local,Urban,61778
Table,Wood,Poor,0,6911,Nilkamal,Semi-Urban,6674
Bed,Metal,Good,0,52105,Nilkamal,Rural,32427
Wardrobe,Fabric,Poor,13,76876,Urban Ladder,Semi-Urban,48735
Bed,Plastic,Good,10,85959,Godrej,Rural,11071
Table,Glass,Good,6,67322,IKEA,Rural,56567
Table,Plastic,Poor,7,39672,Godrej,Semi-Urban,35575
Bed,Metal,Poor,2,73412,Nilkamal,Urban,11350
Sofa,Metal,Average,8,69239,Nilkamal,Semi-Urban,8606
Chair,Wood,Good,3,66804,IKEA,Urban,60904
Cabinet,Wood,Poor,3,64727,IKEA,Rural,64223
Sofa,Metal,Good,2,9440,Nilkamal,Rural,17963
Sofa,Fabric,Good,7,70560,Local,Rural,66964
Desk,Fabric,Good,8,18751,Local,Rural,61367
Cabinet,Glass,Excellent,0,15730,IKEA,Semi-Urban,33303
Cabinet,Wood,Average,1,67792,Local,Rural,29194
Sofa,Glass,Excellent,0,24380,IKEA,Urban,23848
Wardrobe,Wood,Average,13,31972,Godrej,Urban,23493
Desk,Metal,Good,3,67385,Godrej,Rural,57855
Desk,Fabric,Good,9,40113,Godrej,Semi-Urban,62446
Table,Fabric,Poor,6,13149,IKEA,Rural,58075
Cabinet,Metal,Average,13,58014,IKEA,Rural,50937
Sofa,Glass,Average,6,41402,Local,Urban,27019
Table,Glass,Excellent,11,85917,Local,Semi-Urban,20102
Bed,Plastic,Average,5,52557,Local,Semi-Urban,11212
Chair,Wood,Good,12,3243,Urban Ladder,Urban,3484
Desk,Glass,Poor,10,5414,IKEA,Urban,54116
Bed,Metal,Excellent,4,6856,Godrej,Urban,5223
Bed,Glass,Poor,10,74799,Godrej,Semi-Urban,69381
Wardrobe,Fabric,Average,3,84335,Urban Ladder,Urban,2960
Chair,Wood,Average,11,61949,Urban Ladder,Urban,2708
Bed,Plastic,Excellent,12,44392,Godrej,Urban,32491
Bed,Wood,Average,13,15470,IKEA,Rural,31294
Chair,Fabric,Poor,7,16772,Godrej,Semi-Urban,68703
Chair,Fabric,Good,6,30382,Godrej,Semi-Urban,58391
Bed,Fabric,Excellent,10,72662,Urban Ladder,Rural,61687
Chair,Fabric,Average,10,87944,Urban Ladder,Semi-Urban,24423
Bed,Metal,Poor,9,83399,Local,Urban,14174
Bed,Plastic,Good,0,16584,Urban Ladder,Rural,58358
Wardrobe,Fabric,Average,5,26391,Godrej,Urban,5809
Sofa,Fabric,Excellent,13,88376,Local,Urban,7411
Bed,Glass,Average,1,39965,Godrej,Urban,69257
Table,Plastic,Average,3,15097,IKEA,Urban,50924
Desk,Wood,Average,4,21839,IKEA,Semi-Urban,37889
Cabinet,Plastic,Good,7,86310,Urban Ladder,Rural,55237
Sofa,Plastic,Good,5,40693,Local,Rural,32118
Sofa,Plastic,Average,10,54988,Nilkamal,Urban,17041
Sofa,Fabric,Average,1,52769,IKEA,Rural,18485
Wardrobe,Fabric,Excellent,4,5469,IKEA,Rural,61986
Bed,Metal,Average,14,15468,IKEA,Urban,58130
Wardrobe,Wood,Poor,4,42025,IKEA,Urban,67362
Bed,Glass,Poor,5,6165,Urban Ladder,Semi-Urban,60550
